docno,text
674,"Dex Number: #0674 Pancham Fighting Name: Pancham Type: Fighting Description: It does its best to be taken seriously by its enemies, but its glare is not sufficiently intimidating. Chewing on a leaf is its trademark."
675,"Dex Number: #0675 Pangoro Fighting · Dark Name: Pangoro Type: Fighting, Dark Description: Although it possesses a violent temperament, it won’t put up with bullying. It uses the leaf in its mouth to sense the movements of its enemies."
676,Dex Number: #0676 Furfrou Normal Name: Furfrou Type: Normal Description: Trimming its fluffy fur not only makes it more elegant but also increases the swiftness of its movements.
677,Dex Number: #0677 Espurr Psychic Name: Espurr Type: Psychic Description: The organ that emits its intense psychic power is sheltered by its ears to keep power from leaking out.
678,"Dex Number: #0678 Meowstic Psychic Name: Meowstic Type: Psychic Description: When in danger, it raises its ears and releases enough psychic power to grind a 10-ton truck into dust."
679,"Dex Number: #0679 Honedge Steel · Ghost Name: Honedge Type: Steel, Ghost Description: Apparently this Pokémon is born when a departed spirit inhabits a sword. It attaches itself to people and drinks their life force."
680,"Dex Number: #0680 Doublade Steel · Ghost Name: Doublade Type: Steel, Ghost Description: When Honedge evolves, it divides into two swords, which cooperate via telepathy to coordinate attacks and slash their enemies to ribbons."
681,"Dex Number: #0681 Aegislash Steel · Ghost Name: Aegislash Type: Steel, Ghost Description: Generations of kings were attended by these Pokémon, which used their spectral power to manipulate and control people and Pokémon."
682,Dex Number: #0682 Spritzee Fairy Name: Spritzee Type: Fairy Description: It emits a scent that enraptures those who smell it. This fragrance changes depending on what it has eaten.
683,"Dex Number: #0683 Aromatisse Fairy Name: Aromatisse Type: Fairy Description: It devises various scents, pleasant and unpleasant, and emits scents that its enemies dislike in order to gain an edge in battle."
684,"Dex Number: #0684 Swirlix Fairy Name: Swirlix Type: Fairy Description: To entangle its opponents in battle, it extrudes white threads as sweet and sticky as cotton candy."
685,Dex Number: #0685 Slurpuff Fairy Name: Slurpuff Type: Fairy Description: It can distinguish the faintest of scents. It puts its sensitive sense of smell to use by helping pastry chefs in their work.
686,"Dex Number: #0686 Inkay Dark · Psychic Name: Inkay Type: Dark, Psychic Description: Opponents who stare at the flashing of the light-emitting spots on its body become dazed and lose their will to fight."
687,"Dex Number: #0687 Malamar Dark · Psychic Name: Malamar Type: Dark, Psychic Description: It wields the most compelling hypnotic powers of any Pokémon, and it forces others to do whatever it wants."
688,"Dex Number: #0688 Binacle Rock · Water Name: Binacle Type: Rock, Water Description: Two Binacle live together on one rock. When they fight, one of them will move to a different rock."
689,"Dex Number: #0689 Barbaracle Rock · Water Name: Barbaracle Type: Rock, Water Description: When they evolve, two Binacle multiply into seven. They fight with the power of seven Binacle."
690,"Dex Number: #0690 Skrelp Poison · Water Name: Skrelp Type: Poison, Water Description: Camouflaged as rotten kelp, they spray liquid poison on prey that approaches unawares and then finish it off."
691,"Dex Number: #0691 Dragalge Poison · Dragon Name: Dragalge Type: Poison, Dragon Description: Their poison is strong enough to eat through the hull of a tanker, and they spit it indiscriminately at anything that enters their territory."
692,Dex Number: #0692 Clauncher Water Name: Clauncher Type: Water Description: They knock down flying prey by firing compressed water from their massive claws like shooting a pistol.
693,Dex Number: #0693 Clawitzer Water Name: Clawitzer Type: Water Description: Their enormous claws launch cannonballs of water powerful enough to pierce tanker hulls.
694,"Dex Number: #0694 Helioptile Electric · Normal Name: Helioptile Type: Electric, Normal Description: They make their home in deserts. They can generate their energy from basking in the sun, so eating food is not a requirement."
695,"Dex Number: #0695 Heliolisk Electric · Normal Name: Heliolisk Type: Electric, Normal Description: They flare their frills and generate energy. A single Heliolisk can generate sufficient electricity to power a skyscraper."
696,"Dex Number: #0696 Tyrunt Rock · Dragon Name: Tyrunt Type: Rock, Dragon Description: This Pokémon was restored from a fossil. If something happens that it doesn’t like, it throws a tantrum and runs wild."
697,"Dex Number: #0697 Tyrantrum Rock · Dragon Name: Tyrantrum Type: Rock, Dragon Description: Thanks to its gargantuan jaws, which could shred thick metal plates as if they were paper, it was invincible in the ancient world it once inhabited."
698,"Dex Number: #0698 Amaura Rock · Ice Name: Amaura Type: Rock, Ice Description: This ancient Pokémon was restored from part of its body that had been frozen in ice for over 100 million years."
699,"Dex Number: #0699 Aurorus Rock · Ice Name: Aurorus Type: Rock, Ice Description: The diamond-shaped crystals on its body expel air as cold as -240 degrees Fahrenheit, surrounding its enemies and encasing them in ice."
700,Dex Number: #0700 Sylveon Fairy Name: Sylveon Type: Fairy Description: It sends a soothing aura from its ribbonlike feelers to calm fights.
701,"Dex Number: #0701 Hawlucha Fighting · Flying Name: Hawlucha Type: Fighting, Flying Description: Although its body is small, its proficient fighting skills enable it to keep up with big bruisers like Machamp and Hariyama."
702,"Dex Number: #0702 Dedenne Electric · Fairy Name: Dedenne Type: Electric, Fairy Description: Its whiskers serve as antennas. By sending and receiving electrical waves, it can communicate with others over vast distances."
703,"Dex Number: #0703 Carbink Rock · Fairy Name: Carbink Type: Rock, Fairy Description: Born from the temperatures and pressures deep underground, it fires beams from the stone in its head."
704,"Dex Number: #0704 Goomy Dragon Name: Goomy Type: Dragon Description: The weakest Dragon-type Pokémon, it lives in damp, shady places, so its body doesn’t dry out."
705,"Dex Number: #0705 Sliggoo Dragon Name: Sliggoo Type: Dragon Description: It drives away opponents by excreting a sticky liquid that can dissolve anything. Its eyes devolved, so it can’t see anything."
706,"Dex Number: #0706 Goodra Dragon Name: Goodra Type: Dragon Description: This very friendly Dragon-type Pokémon will hug its beloved Trainer, leaving that Trainer covered in sticky slime."
707,"Dex Number: #0707 Klefki Steel · Fairy Name: Klefki Type: Steel, Fairy Description: These key collectors threaten any attackers by fiercely jingling their keys at them."
708,"Dex Number: #0708 Phantump Ghost · Grass Name: Phantump Type: Ghost, Grass Description: These Pokémon are created when spirits possess rotten tree stumps. They prefer to live in abandoned forests."
709,"Dex Number: #0709 Trevenant Ghost · Grass Name: Trevenant Type: Ghost, Grass Description: It can control trees at will. It will trap people who harm the forest, so they can never leave."
710,"Dex Number: #0710 Pumpkaboo Ghost · Grass Name: Pumpkaboo Type: Ghost, Grass Description: The pumpkin body is inhabited by a spirit trapped in this world. As the sun sets, it becomes restless and active."
711,"Dex Number: #0711 Gourgeist Ghost · Grass Name: Gourgeist Type: Ghost, Grass Description: Singing in eerie voices, they wander town streets on the night of the new moon. Anyone who hears their song is cursed."
712,Dex Number: #0712 Bergmite Ice Name: Bergmite Type: Ice Description: It blocks opponents’ attacks with the ice that shields its body. It uses cold air to repair any cracks with new ice.
713,Dex Number: #0713 Avalugg Ice Name: Avalugg Type: Ice Description: Its ice-covered body is as hard as steel. Its cumbersome frame crushes anything that stands in its way.
714,"Dex Number: #0714 Noibat Flying · Dragon Name: Noibat Type: Flying, Dragon Description: They live in pitch-black caves. Their enormous ears can emit ultrasonic waves of 200,000 hertz."
715,"Dex Number: #0715 Noivern Flying · Dragon Name: Noivern Type: Flying, Dragon Description: They fly around on moonless nights and attack careless prey. Nothing can beat them in a battle in the dark."
716,Dex Number: #0716 Xerneas Fairy Name: Xerneas Type: Fairy Description: Legends say it can share eternal life. It slept for a thousand years in the form of a tree before its revival.
717,"Dex Number: #0717 Yveltal Dark · Flying Name: Yveltal Type: Dark, Flying Description: When this legendary Pokémon’s wings and tail feathers spread wide and glow red, it absorbs the life force of living creatures."
718,"Dex Number: #0718 Zygarde Dragon · Ground Name: Zygarde Type: Dragon, Ground Description: When the Kalos region’s ecosystem falls into disarray, it appears and reveals its secret power."
719,"Dex Number: #0719 Diancie Rock · Fairy Name: Diancie Type: Rock, Fairy Description: A sudden transformation of Carbink, its pink, glimmering body is said to be the loveliest sight in the whole world."
720,"Dex Number: #0720 Hoopa Psychic · Ghost Name: Hoopa Type: Psychic, Ghost Description: This troublemaker sends anything and everything to faraway places using its loop, which can warp space."
721,"Dex Number: #0721 Volcanion Fire · Water Name: Volcanion Type: Fire, Water Description: It lets out billows of steam and disappears into the dense fog. It’s said to live in mountains where humans do not tread."
722,"Dex Number: #0722 Rowlet Grass · Flying Name: Rowlet Type: Grass, Flying Description: This wary Pokémon uses photosynthesis to store up energy during the day, while becoming active at night."
